what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340805134003
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340805135664
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340805137198
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340805163111
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1340805164743
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineEnd",1340805174917
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1340805175383
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340805178234
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340805211918
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340805232250
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340805233517
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340805247279
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340806403291
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340806405246
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340810281797
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340810292568
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340810294445
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340810330745
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340810740183
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340810776242
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340810778592
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340810795250
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1340810996544
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340810996647
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1340810997995
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340811010834
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340811058806
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340811061017
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340811065244
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340811109780
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340811348976
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1340811354675
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1340811355462
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1340811356125
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1340811356323
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1340811357075
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1340811359361
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1340811359825
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1340811363899
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1340811364643
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1340811365475
