what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1340571327597
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340571331099
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340571336033
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1340571337399
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340571339579
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340571602562
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340571603819
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340571757221
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1340571760552
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1340571760552
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.close",1340571760574
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340571761678
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340571764438
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340571797043
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340611754643
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340611756513
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340618358809
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1340618362517
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1340618362605
activated,view,org.eclipse.mylyn.tasks.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.tasks.ui.views.tasks",1340618374194
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1340618374392
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340618376285
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340618384418
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340618387427
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340623475807
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340623563555
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340623564740
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1340623582270
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1340623583875
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1340623585984
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1340623616970
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1340623617451
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1340623618752
started,bundle,org.eclipse.jpt.jaxb.ui,1.1.0.v201105180000,"org.eclipse.jpt.jaxb.ui",1340623618966
started,bundle,org.eclipse.jpt.jpa.ui,3.0.0.v201105170000,"org.eclipse.jpt.jpa.ui",1340623619100
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.100.v201104032053,"org.eclipse.jst.ws.jaxws.ui",1340623619277
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1340623619353
started,bundle,org.eclipse.pde.api.tools,1.0.300.v20110523-1600,"org.eclipse.pde.api.tools",1340623619640
started,bundle,org.eclipse.pde.api.tools.ui,1.0.300.v20110523-1600,"org.eclipse.pde.api.tools.ui",1340623619678
started,bundle,org.eclipse.jpt.jaxb.core,1.0.0.v201105240000,"org.eclipse.jpt.jaxb.core",1340623621941
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1340623633321
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1340623636502
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1340623637890
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1340623638702
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1340623639216
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1340623639672
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1340623640576
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1340623641640
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1340623642592
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340623643450
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1340623643503
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340623644956
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340623646232
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1340623646322
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340623647230
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340623650286
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1340623650332
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340623651883
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340623658127
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1340623658214
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340623659159
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340623665449
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340623683591
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340623688000
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340623690969
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340623692931
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340623693970
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340623697815
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340623712887
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340623717712
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340623718927
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.LogCatView",1340623721897
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340623731716
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340623740368
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1340623745154
